Bank,PromptName,PromptText
LBG,Scenario ECL,"Given the full document content provided , extract the Upside, Base, Downside, Severe Downside, and Probability-weighted ECL provisions for the following categories: UK Mortgages, Credit cards, Other Retail, and Commercial Banking, as reported for the latest period presented in the document. Focus specifically on the table titled ""Total expected credit loss allowance sensitivity to economic assumptions – statutory and underlying basis"", as this table contains the detailed breakdown of Upside, Base, Downside, Severe Downside, and Probability-weighted ECL provisions. Use the following guidelines:

1. ECL refers to provisions on credit exposures for each category (UK Mortgages, Credit cards, Other Retail, Commercial Banking), expressed in £m.
2. Locate and extract the data  from the table titled ""Total expected credit loss allowance sensitivity to economic assumptions – statutory and underlying basis"" . Use the latest period presented,""
3. If OCR errors or inconsistencies are detected (e.g., totals not aligning with category sums), adjust values to align with totals or logical consistency, and note adjustments.
4. If both on balance sheet and off balance sheet numbers are present, show only the on balance sheet numbers.
5. Return the result as a JSON string with the following structure:
   {
       ""UK Mortgages"": {
           ""Upside"": {""ECL"": ""<value>""},
           ""Base"": {""ECL"": ""<value>""},
           ""Downside"": {""ECL"": ""<value>""},
           ""Severe Downside"": {""ECL"": ""<value>""},
           ""Probability-weighted"": {""ECL"": ""<value>""}
       },
       ""Credit cards"": {
           ""Upside"": {""ECL"": ""<value>""},
           ""Base"": {""ECL"": ""<value>""},
           ""Downside"": {""ECL"": ""<value>""},
           ""Severe Downside"": {""ECL"": ""<value>""},
           ""Probability-weighted"": {""ECL"": ""<value>""}
       },
       ""Other Retail"": {
           ""Upside"": {""ECL"": ""<value>""},
           ""Base"": {""ECL"": ""<value>""},
           ""Downside"": {""ECL"": ""<value>""},
           ""Severe Downside"": {""ECL"": ""<value>""},
           ""Probability-weighted"": {""ECL"": ""<value>""}
       },
       ""Commercial Banking"": {
           ""Upside"": {""ECL"": ""<value>""},
           ""Base"": {""ECL"": ""<value>""},
           ""Downside"": {""ECL"": ""<value>""},
           ""Severe Downside"": {""ECL"": ""<value>""},
           ""Probability-weighted"": {""ECL"": ""<value>""}
       },
       ""Other"": {
           ""Upside"": {""ECL"": ""<value>""},
           ""Base"": {""ECL"": ""<value>""},
           ""Downside"": {""ECL"": ""<value>""},
           ""Severe Downside"": {""ECL"": ""<value>""},
           ""Probability-weighted"": {""ECL"": ""<value>""}
       },
   }

6. Express monetary values in £m (millions) as strings without commas (e.g., ""1064"" for £1,064m).
7. Include a note after the JSON detailing the data source (e.g., specific table), any adjustments made due to OCR errors or inconsistencies (e.g., recalculated totals), and validation against totals if applicable.
8. If the required data is not found, state that the information is unavailable and explain why (e.g., missing section, lack of scenario breakdown)."
LBG,Scenario Weight,"Given the full document content provided, extract the scenario probability weightings (%) for the **Upside**, **Base**, **Downside**, and **Severe Downside** scenarios as reported in the document. Use the following guidelines:

1. Search the document for a section or table that provides the scenario probability weightings, focusing on the ""Risk management"" section . If the weightings are not found in the document, note that they are unavailable and refer to any previously provided data (e.g., a ""Scenario"" table with weightings for these scenarios).
2. Return the result as a JSON string with the following structure:

   {
       ""Scenario weights %"": {
           ""Upside"": {""Weight"": ""<value>""},
           ""Base"": {""Weight"": ""<value>""},
           ""Downside"": {""Weight"": ""<value>""},
           ""Severe Downside"": {""Weight"": ""<value>""}
       }
   }
Express the weights as percentage strings without the '%' symbol (e.g., ""10"" for 10%).
Include a note after the JSON detailing the data source (e.g., specific table or section) and any adjustments made if applicable. If the weightings are not found in the document, explicitly state this and reference any previously provided data (e.g., a ""Scenario"" table with weightings: Upside 10%, Base 55%, Downside 20%, Severe Downside 15%) that may align with the scenarios after adjusting for terminology differences.
If the required data is not found, state that the information is unavailable and explain why (e.g., missing table, lack of scenario weights)."
Principality,IFRS9 Data by Stage,"Given the full document content provided, extract the Gross loan balance,Loss allowance,by stage as well as total. Use the following guidelines:''is the ratio of Loss allowance to Gross loan balance (expressed as a percentage) for each stage and category. If multiple periods are present, identify the latest period by the most recent date (e.g., ""As at [date]"") or context (e.g., ""current period"" vs. ""prior period""), and use only that period’s data.  Focus on sections titled:  "" Provision for impairment losses"" For Stage 2, use the total values (e.g., 'Stage 2 total' or sum of subcategories like up to date, 1-30 DPD, >30 DPD) unless otherwise specified. If subcategories are present, sum them for Gross loan balance and Loss allowance and recalculate  if table percentages are inconsistent.  Express monetary values in £m (millions) as strings without commas (e.g., ""52370"" for £52,370m), and Coverage as a percentage string with two decimal places (e.g., ""0.84%"").  Include a note after the JSON detailing the data source (e.g., specific table), any adjustments made due to OCR errors or inconsistencies (e.g., recalculated Coverage, adjusted ECL), and validation against totals if applicable.  If you don't know the answer, just say that you don’t know, don’t try to make up an answer.  Extract data for the following portfolios: Group,,,,. Output the result as a JSON string with the following structure :
   {
     'Group': {
       'Stage 1': {'Loss allowance': '<value>', 'Gross loan balance': '<value>', 'Coverage': '<value>'},
       'Stage 2': {'Loss allowance': '<value>', 'Gross loan balance': '<value>', 'Coverage': '<value>'},
       'Stage 3': {'Loss allowance': '<value>', 'Gross loan balance': '<value>', 'Coverage': '<value>'}
     }
   } 
"
Principality,Arrears Rates,"Given the full document content provided, extract the payment due status for the following categories:Group, as reported for the latest period presented in the document.Focus specifically on tables that  ""provides further information on the first and second charge retail loans secured on residential property by payment due status:"" within the document, as these sections contain the detailed breakdown of Gross exposure by payment due status. Use the following guidelines:
1. Locate and extract the data directly from tables that ""provides further information on the first and second charge retail loans secured on residential property by payment due status: "" within the document. If multiple periods are present, identify the latest period by the most recent date (e.g., ""As at [date]"") or context (e.g., ""current period"" vs. ""prior period""), and use only that period’s data. 
2. If OCR errors or inconsistencies are detected (e.g., Coverage percentages not matching ECL/Balance, unclear ECL values), prioritize calculated Coverage (ECL/Balance) over table-provided percentages, adjusting ECL or Balance where necessary to align with totals or logical consistency, and note adjustments.
3. Return the result as a JSON string with the following structure:
   {
     ""Group"": {
       ""Current"": {""Balance"": ""<value>""},
       ""Past due up to 3 months"": {""Balance"": ""<value>""},
       ""Past due 3 months up to 6 months"": {""Balance"": ""<value>""},
       ""Past due 6 months up to 12 months"":{""Balance"": ""<value>""},
       ""Past due over 12 months "": {""Balance"": ""<value>""},
       ""Possessions "": {""Balance"": ""<value>""},
     }
   }
4. Express monetary values in £m (millions) as strings without commas (e.g., ""52370"" for £52,370m), and Coverage as a percentage string with two decimal places (e.g., ""0.84%"").
5. Include a note after the JSON detailing the data source (e.g., specific table), any adjustments made due to OCR errors or inconsistencies (e.g., recalculated Coverage, adjusted ECL), and validation against totals if applicable.
6. If you don't know the answer, just say that you don’t know, don’t try to make up an answer."
Coventry,IFRS9 Data by Stage,"Given the full document content provided, extract the Stage 1, Stage 2, and Stage 3 ECL (Provisions), Balance (Gross Balances), and Coverage (Provisions as a % of total balance) for the following categories: Group, as reported for the latest period presented in the document. Focus specifically on tables labeled ""Movements in gross exposure and ECL provision"" within the document, as these tables contain the detailed breakdown of Provisions and Gross Balances by stage and category. Use the following guidelines:

1. ECL refers to provisions on credit exposures for each stage (1, 2, 3) and category (Group), expressed in £m.
2. Balance refers to the gross balances for each stage and category, expressed in £m.
3. Coverage is the ratio of ECL to Balance (expressed as a percentage) for each stage and category.
4. Locate and extract the data directly from tables titled""""Movements in gross exposure and ECL provision"". If multiple periods are present, identify the latest period by the most recent date (e.g., ""As at [date]"") or context (e.g., ""current period"" vs. ""prior period""), and use only that period’s data. For Stage 2, use the total values (e.g., ""Stage 2 total"" or sum of subcategories like up to date, Not past due, Past due) unless otherwise specified. If subcategories are present, sum them for Balance and ECL, and recalculate Coverage if table percentages are inconsistent.
5. If OCR errors or inconsistencies are detected (e.g., Coverage percentages not matching ECL/Balance, unclear ECL values), prioritize calculated Coverage (ECL/Balance) over table-provided percentages, adjusting ECL or Balance where necessary to align with totals or logical consistency, and note adjustments.
6. Return the result as a JSON string with the following structure:
   {
     ""Group"": {
       ""Stage 1"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""},
       ""Stage 2"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""},
       ""Stage 3"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""}
     },
   }
7. Express monetary values in £m (millions) as strings without commas (e.g., ""52370"" for £52,370m), and Coverage as a percentage string with two decimal places (e.g., ""0.84%"").
8. Include a note after the JSON detailing the data source (e.g., specific table), any adjustments made due to OCR errors or inconsistencies (e.g., recalculated Coverage, adjusted ECL), and validation against totals if applicable.
9. If you don't know the answer, just say that you don’t know, don’t try to make up an answer."
Leeds,IFRS9 Data by Stage,"Given the full document content provided, extract the Stage 1, Stage 2, and Stage 3 ECL (Impairment loss provision), Balance (Gross exposure ) and Coverage (Provision 
coverage) for the following categories: Retail mortgages and Loan commitments, as reported for the latest period presented in the document. Focus specifically on tables that  ""summarises the Group’s retail mortgage balances, loan commitments and associated impairment loss provisions"" within the document, as these tables contain the detailed breakdown of Impairment loss provision, Gross exposure and Provision coverage by stage and category. Use the following guidelines:

1. ECL refers to Impairment loss provision on credit exposures for each stage (1, 2, 3) and category (Retail mortgages and Loan commitments), expressed in £m.
2. Balance refers to the Gross exposure for each stage and category, expressed in £m.
3. Coverage is the ratio of ECL to Balance (expressed as a percentage) for each stage and category.
4. Locate and extract the data directly from tables that ""summarises the Group’s retail mortgage balances, loan commitments and associated impairment loss provisions "" within the document. If multiple periods are present, identify the latest period by the most recent date (e.g., ""As at [date]"") or context (e.g., ""current period"" vs. ""prior period""), and use only that period’s data. For Stage 2, use the total values (e.g., ""Stage 2 total"" or sum of subcategories like Stage 2 and <30 days past due, Stage 2 and 30+ days past due ) unless otherwise specified.  For Stage 3, use the total values (e.g., ""Stage 3 total"" or sum of subcategories like Stage 3 and <90 days past due, Stage 3 and 90+ days past due ) unless otherwise specified If subcategories are present, sum them for Balance and ECL, and recalculate Coverage if table percentages are inconsistent.
5. If OCR errors or inconsistencies are detected (e.g., Coverage percentages not matching ECL/Balance, unclear ECL values), prioritize calculated Coverage (ECL/Balance) over table-provided percentages, adjusting ECL or Balance where necessary to align with totals or logical consistency, and note adjustments.
6. Return the result as a JSON string with the following structure:
   {
     ""Retail mortgages"": {
       ""Stage 1"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""},
       ""Stage 2"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""},
       ""Stage 3"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""}
     },
     ""Loan commitments"": {
       ""Stage 1"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""},
       ""Stage 2"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""},
       ""Stage 3"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""}
     },
   }
8. Express monetary values in £m (millions) as strings without commas (e.g., ""52370"" for £52,370m), and Coverage as a percentage string with two decimal places (e.g., ""0.84%"").
9. Include a note after the JSON detailing the data source (e.g., specific table), any adjustments made due to OCR errors or inconsistencies (e.g., recalculated Coverage, adjusted ECL), and validation against totals if applicable.
10. If you don't know the answer, just say that you don’t know, don’t try to make up an answer."
Leeds,Arrears Rates,"Given the full document content provided, extract the Stage 1, Stage 2 and Stage 3 days past due for the following categories:Retail mortgages and Loan commitments, as reported for the latest period presented in the document.Focus specifically on tables that  ""summarises the Group’s retail mortgage balances, loan commitments and associated impairment loss provisions"" within the document, as these tables contain the detailed breakdown of Impairment loss provision, Gross exposure and Provision coverage by stage and category. Use the following guidelines:

1. ECL refers to Impairment loss provision on credit exposures for each stage (1, 2, 3) and category (Retail mortgages and Loan commitments), expressed in £m.
2. Balance refers to the Gross exposure for each stage and category, expressed in £m.
3. Coverage is the ratio of ECL to Balance (expressed as a percentage) for each stage and category.
4. Locate and extract the data directly from tables that ""summarises the Group’s retail mortgage balances, loan commitments and associated impairment loss provisions "" within the document. If multiple periods are present, identify the latest period by the most recent date (e.g., ""As at [date]"") or context (e.g., ""current period"" vs. ""prior period""), and use only that period’s data. 
5. If OCR errors or inconsistencies are detected (e.g., Coverage percentages not matching ECL/Balance, unclear ECL values), prioritize calculated Coverage (ECL/Balance) over table-provided percentages, adjusting ECL or Balance where necessary to align with totals or logical consistency, and note adjustments.
6. Return the result as a JSON string with the following structure:
   {
     ""Retail mortgages"": {
       ""Stage 1"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""},
       ""Stage 2 and <30 days past due"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""},
       ""Stage 2 and 30+ days past due"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""},
       ""Stage 3 and <90 days past due"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""},
       ""Stage 3 and 90+ days past due "": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""}
     },
     ""Loan commitments"": {
       ""Stage 1"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""},
       ""Stage 2 and <30 days past due"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""},
       ""Stage 2 and 30+ days past due"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""},
       ""Stage 3 and <90 days past due"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""},
       ""Stage 3 and 90+ days past due "": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""}
     },
   }
4. Express monetary values in £m (millions) as strings without commas (e.g., ""52370"" for £52,370m), and Coverage as a percentage string with two decimal places (e.g., ""0.84%"").
5. Include a note after the JSON detailing the data source (e.g., specific table), any adjustments made due to OCR errors or inconsistencies (e.g., recalculated Coverage, adjusted ECL), and validation against totals if applicable.
6. If you don't know the answer, just say that you don’t know, don’t try to make up an answer."
Nationwide,IFRS9 Data by Stage,"Given the full document content provided, extract the Stage 1, Stage 2, and Stage 3 ECL (Provisions), Balance (Gross Balances), and Coverage (Provisions as a % of total balance) for the following categories: Owner-occupied, buy-to-let and legacy, Overdrawn current accounts, Personal Loans and Credit Cards, as reported for the latest period presented in the document. Focus specifically on tables labeled ""Consumer banking product and staging analysis""and ""Residential mortgages staging analysis"" within the document, as these tables contain the detailed breakdown of Provisions, Gross Balances and Provisions as a % of total balance by stage and category. Use the following guidelines:

1. ECL refers to provisions on credit exposures for each stage (1, 2, 3) and category (Owner-occupied, buy-to-let and legacy, Overdrawn current accounts, Personal Loans and Credit Cards), expressed in £m.
2. Balance refers to the gross balances for each stage and category, expressed in £m.
3. Coverage is the ratio of ECL to Balance (expressed as a percentage) for each stage and category.
4. Locate and extract the data directly from tables titled""Consumer banking product and staging analysis""and ""Residential mortgages staging analysis"". If multiple periods are present, identify the latest period by the most recent date (e.g., ""As at [date]"") or context (e.g., ""current period"" vs. ""prior period""), and use only that period’s data. For Stage 2, use the total values (e.g., ""Stage 2 total"" or sum of subcategories like up to date, 1-30 DPD, >30 DPD) unless otherwise specified. If subcategories are present, sum them for Balance and ECL, and recalculate Coverage if table percentages are inconsistent.
5. If OCR errors or inconsistencies are detected (e.g., Coverage percentages not matching ECL/Balance, unclear ECL values), prioritize calculated Coverage (ECL/Balance) over table-provided percentages, adjusting ECL or Balance where necessary to align with totals or logical consistency, and note adjustments.
6. Assume ""Unsecured"" is split into Overdrawn current accounts, Personal Loans and Credit Cards as separate rowa within the table, and validate totals against provided aggregates where possible.
7. Return the result as a JSON string with the following structure:
   {
     ""Owner-occupied"": {
       ""Stage 1"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""},
       ""Stage 2"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""},
       ""Stage 3"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""}
     },
     ""Buy-to-let and legacy"": {
       ""Stage 1"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""},
       ""Stage 2"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""},
       ""Stage 3"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""}
     },
     ""Overdrawn current accounts"": {
       ""Stage 1"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""},
       ""Stage 2"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""},
       ""Stage 3"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""}
     },
     ""Personal loans"": {
       ""Stage 1"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""},
       ""Stage 2"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""},
       ""Stage 3"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""}
     }
     ""Credit cards"": {
       ""Stage 1"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""},
       ""Stage 2"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""},
       ""Stage 3"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""}
     }
   }
8. Express monetary values in £m (millions) as strings without commas (e.g., ""52370"" for £52,370m), and Coverage as a percentage string with two decimal places (e.g., ""0.84%"").
9. Include a note after the JSON detailing the data source (e.g., specific table), any adjustments made due to OCR errors or inconsistencies (e.g., recalculated Coverage, adjusted ECL), and validation against totals if applicable.
10. If you don't know the answer, just say that you don’t know, don’t try to make up an answer."
Santander,IFRS9 Data by Stage,"Given the full document content provided, extract the Stage 1, Stage 2, and Stage 3 ECL (Provisions), Balance (Exposures), and Coverage  (Coverage Ratio) for the following categories: Mortgages,EDB - Credit Cards, EDB - Other, Consumer Finance, Corporate & Commercial Banking and Corporate Centre , as reported for the latest period presented in the document. Focus specifically on tables labeled ""Credit quality"" within the document, as these tables contain the detailed breakdown of ECL, Exposure and Coverage Ratio by stage and category. Use the following guidelines:

1. ECL refers to provisions on credit exposures for each stage (1, 2, 3) and category (Mortgages,EDB - Credit Cards, EDB - Other, Consumer Finance, Corporate & Commercial Banking and Corporate Centre), expressed in £m.
2. Balance refers to the Exposure for each stage and category, expressed in £m.
3. Coverage is the ratio of ECL to Balance (expressed as a percentage) for each stage and category.
4. Locate and extract the data directly from tables titled""Credit quality"""". If multiple periods are present, identify the latest period by the most recent date (e.g., ""As at [date]"") or context (e.g., ""current period"" vs. ""prior period""), and use only that period’s data. If subcategories are present, sum them for Balance and ECL, and recalculate Coverage if table percentages are inconsistent.
5. If OCR errors or inconsistencies are detected (e.g., Coverage percentages not matching ECL/Balance, unclear ECL values), prioritize calculated Coverage (ECL/Balance) over table-provided percentages, adjusting ECL or Balance where necessary to align with totals or logical consistency, and note adjustments.
6. ""Retail & Business Banking"" is split into Mortgages,EDB - Credit Cards, EDB - Other as separate rows within the table. validate totals against provided aggregates where possible.
7. If both on balance sheet and off balance sheet numvbers are present, show only the on balance shete numbers. 
8. Return the result as a JSON string with the following structure:
   {
     ""Mortgages"": {
       ""Stage 1"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""},
       ""Stage 2"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""},
       ""Stage 3"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""}
     },
     ""EDB - Credit Cards"": {
       ""Stage 1"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""},
       ""Stage 2"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""},
       ""Stage 3"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""}
     },
     ""EDB - Other"": {
       ""Stage 1"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""},
       ""Stage 2"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""},
       ""Stage 3"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""}
     },
     "" Consumer Finance"": {
       ""Stage 1"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""},
       ""Stage 2"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""},
       ""Stage 3"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""}
     }
     "" Corporate & Commercial Banking "": {
       ""Stage 1"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""},
       ""Stage 2"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""},
       ""Stage 3"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""}
     }
     "" Corporate Centre "": {
       ""Stage 1"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""},
       ""Stage 2"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""},
       ""Stage 3"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""}
     }
   }
9. Express monetary values in £m (millions) as strings without commas (e.g., ""52370"" for £52,370m), and Coverage as a percentage string with two decimal places (e.g., ""0.84%"").
10. Include a note after the JSON detailing the data source (e.g., specific table), any adjustments made due to OCR errors or inconsistencies (e.g., recalculated Coverage, adjusted ECL), and validation against totals if applicable.
11. If you don't know the answer, just say that you don’t know, don’t try to make up an answer."
Skipton,IFRS9 Data by Stage,"Given the full document content provided, extract the Stage 1, Stage 2, and Stage 3 ECL (Loss allowance), Balance (Gross carrying amount) for the following categories: Residential mortgages, Other lending and Commercial mortgages, as reported for the latest period presented in the document. Focus specifically on tables that provide ""information on movements in the gross carrying amount"" and ""information on movements in the impairment loss allowance"" within the document, as these tables contain the detailed breakdown of Loss allowance and Gross carrying amount by stage and category. Use the following guidelines:

1. ECL refers to Loss allowance on credit exposures for each stage (1, 2, 3) and category (Residential mortgages, Other lending and Commercial mortgages), expressed in £m.
2. Balance refers to the Gross carrying amount for each stage and category, expressed in £m.
3. Coverage is the ratio of ECL to Balance (expressed as a percentage) for each stage and category.
4. Locate and extract the data directly from tables that provide ""information on movements in the gross carrying amount"" and ""information on movements in the impairment loss allowance"" within the document. If multiple periods are present, identify the latest period by the most recent date (e.g., ""As at [date]"") or context (e.g., ""current period"" vs. ""prior period""), and use only that period’s data.
5. If OCR errors or inconsistencies are detected (e.g., Coverage percentages not matching ECL/Balance, unclear ECL values), prioritize calculated Coverage (ECL/Balance) over table-provided percentages, adjusting ECL or Balance where necessary to align with totals or logical consistency, and note adjustments.
6. If both Group and Society numbers are presented, provide results for the Group. 
7. Return the result as a JSON string with the following structure:
   {
     ""Residential mortgages"": {
       ""Stage 1"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""},
       ""Stage 2"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""},
       ""Stage 3"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""}
     },
     ""Commercial mortgages"": {
       ""Stage 1"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""},
       ""Stage 2"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""},
       ""Stage 3"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""}
     },
     ""Other lending"": {
       ""Stage 1"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""},
       ""Stage 2"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""},
       ""Stage 3"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""}
     },
   }
8. Express monetary values in £m (millions) as strings without commas (e.g., ""52370"" for £52,370m), and Coverage as a percentage string with two decimal places (e.g., ""0.84%"").
9. Include a note after the JSON detailing the data source (e.g., specific table), any adjustments made due to OCR errors or inconsistencies (e.g., recalculated Coverage, adjusted ECL), and validation against totals if applicable.
10. If you don't know the answer, just say that you don’t know, don’t try to make up an answer."
Skipton,Arrears Rates,"Given the full document content provided, extract the Stage 1, Stage 2, and Stage 3 days past due for the following categories: Residential mortgages, Other lending and Commercial mortgages, as reported for the latest period presented in the document. Focus specifically on tables that provide ""loans and advances by payment due status"" within the document, as these tables contain the detailed breakdown of days past due by stage and category. Use the following guidelines:

1. Locate and extract the data directly from tables that provide ""loans and advances by payment due status"" within the document. If multiple periods are present, identify the latest period by the most recent date (e.g., ""As at [date]"") or context (e.g., ""current period"" vs. ""prior period""), and use only that period’s data.
2. If both Group and Society numbers are presented, provide results for the Group. 
3. Return the result as a JSON string with the following structure:
   {
     ""Residential mortgages"": {
       ""Stage 1"": {""Not past due "": ""<value>"", ""Up to 30 days past due"": ""<value>"", ""31 to 60 days past due"": ""<value>"", ""61 to 90 days past due"": ""<value>"", ""Over 90 days past due"": ""<value>"" },
       ""Stage 2"": {""Not past due "": ""<value>"", ""Up to 30 days past due"": ""<value>"", ""31 to 60 days past due"": ""<value>"", ""61 to 90 days past due"": ""<value>"", ""Over 90 days past due"": ""<value>"" },
       ""Stage 3"": {""Not past due "": ""<value>"", ""Up to 30 days past due"": ""<value>"", ""31 to 60 days past due"": ""<value>"", ""61 to 90 days past due"": ""<value>"", ""Over 90 days past due"": ""<value>"" }
     },
     ""Commercial mortgages"": {
       ""Stage 1"": {""Not past due "": ""<value>"", ""Up to 30 days past due"": ""<value>"", ""31 to 60 days past due"": ""<value>"", ""61 to 90 days past due"": ""<value>"", ""Over 90 days past due"": ""<value>"" },
       ""Stage 2"": {""Not past due "": ""<value>"", ""Up to 30 days past due"": ""<value>"", ""31 to 60 days past due"": ""<value>"", ""61 to 90 days past due"": ""<value>"", ""Over 90 days past due"": ""<value>"" },
       ""Stage 3"": {""Not past due "": ""<value>"", ""Up to 30 days past due"": ""<value>"", ""31 to 60 days past due"": ""<value>"", ""61 to 90 days past due"": ""<value>"", ""Over 90 days past due"": ""<value>"" }
     },
     ""Other lending"": {
       ""Stage 1"": {""Not past due "": ""<value>"", ""Up to 30 days past due"": ""<value>"", ""31 to 60 days past due"": ""<value>"", ""61 to 90 days past due"": ""<value>"", ""Over 90 days past due"": ""<value>"" },
       ""Stage 2"": {""Not past due "": ""<value>"", ""Up to 30 days past due"": ""<value>"", ""31 to 60 days past due"": ""<value>"", ""61 to 90 days past due"": ""<value>"", ""Over 90 days past due"": ""<value>"" },
       ""Stage 3"": {""Not past due "": ""<value>"", ""Up to 30 days past due"": ""<value>"", ""31 to 60 days past due"": ""<value>"", ""61 to 90 days past due"": ""<value>"", ""Over 90 days past due"": ""<value>"" }
     },
   }
4. Express monetary values in £m (millions) as strings without commas (e.g., ""52370"" for £52,370m), and Coverage as a percentage string with two decimal places (e.g., ""0.84%"").
5. Include a note after the JSON detailing the data source (e.g., specific table), any adjustments made due to OCR errors or inconsistencies (e.g., recalculated Coverage, adjusted ECL), and validation against totals if applicable.
6. If you don't know the answer, just say that you don’t know, don’t try to make up an answer."
